"","review_needed","review_completed_by_initials","reviewed_date","error_type","coder_inititals","date_coded","match_status","searched_FRS_manually.","multiple.FRS.IDs.","Total_FRS_IDS","additional.FRS.IDs","Additional_Trimmed_formula","Additional_Trimmed_Value","manual_FRS_id","FRS_query_link","FRS_search_link","google_search_link","FRS_search","google_search","HIFLD_FACILITYID","Comments","FID","OBJECTID","NAME","ADDRESS","CITY","STATE","ZIP","ZIP4","TELEPHONE","TYPE","STATUS","POPULATION","COUNTY","COUNTYFIPS","COUNTRY","NAICS_CODE","NAICS_DESC","SOURCE","SOURCEDATE","VAL_METHOD","VAL_DATE","WEBSITE","SECURELVL","CAPACITY","Shape_Leng","SHAPE_Length","SHAPE_Area"
"112","","","","","ST","4/18","match","yes","yes","110065743164","110065743164, 110066625049","110065743164,110066625049","110065743164,110066625049",110065264154,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=MONTEREY%20COUNTY%20JAIL%20/%20REHABILITATION%20FACILITY+SALINAS+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=MONTEREY%20COUNTY%20JAIL%20/%20REHABILITATION%20FACILITY+SALINAS+CA",10000818,"110065743164: MTY COUNTYNA JUVENILE HALL-EMR GEN at 1420 NATIVIDAD RD",3367,2961,"MONTEREY COUNTY JAIL / REHABILITATION FACILITY","1410 NATIVIDAD ROAD","SALINAS","CA",93906,"NOT AVAILABLE","(831) 755-3782","COUNTY","OPEN",900,"MONTEREY",6053,"USA",922140,"CORRECTIONAL INSTITUTIONS","https://www.montereysheriff.org/corrections-bureau/","2/12/18","IMAGERY","2/12/18 0:00","https://www.montereysheriff.org/corrections-bureau/","MAXIMUM",1100,0.011000916,1372.299256,3.24e-06
"113","","","","","ST","4/18","match","yes","yes","110066625049","110065743164, 110066625049","110065743164,110066625049","110065743164,110066625049",110065264154,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=MONTEREY%20COUNTY%20JAIL%20/%20REHABILITATION%20FACILITY+SALINAS+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=MONTEREY%20COUNTY%20JAIL%20/%20REHABILITATION%20FACILITY+SALINAS+CA",10000818,"110065743164: MTY COUNTYNA JUVENILE HALL-EMR GEN at 1420 NATIVIDAD RD",3367,2961,"MONTEREY COUNTY JAIL / REHABILITATION FACILITY","1410 NATIVIDAD ROAD","SALINAS","CA",93906,"NOT AVAILABLE","(831) 755-3782","COUNTY","OPEN",900,"MONTEREY",6053,"USA",922140,"CORRECTIONAL INSTITUTIONS","https://www.montereysheriff.org/corrections-bureau/","2/12/18","IMAGERY","2/12/18 0:00","https://www.montereysheriff.org/corrections-bureau/","MAXIMUM",1100,0.011000916,1372.299256,3.24e-06
"114","","","","","ST","4/18","match","yes","yes","110065264154","110065743164, 110066625049","110065743164,110066625049","110065743164,110066625049",110065264154,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=MONTEREY%20COUNTY%20JAIL%20/%20REHABILITATION%20FACILITY+SALINAS+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=MONTEREY%20COUNTY%20JAIL%20/%20REHABILITATION%20FACILITY+SALINAS+CA",10000818,"110065743164: MTY COUNTYNA JUVENILE HALL-EMR GEN at 1420 NATIVIDAD RD",3367,2961,"MONTEREY COUNTY JAIL / REHABILITATION FACILITY","1410 NATIVIDAD ROAD","SALINAS","CA",93906,"NOT AVAILABLE","(831) 755-3782","COUNTY","OPEN",900,"MONTEREY",6053,"USA",922140,"CORRECTIONAL INSTITUTIONS","https://www.montereysheriff.org/corrections-bureau/","2/12/18","IMAGERY","2/12/18 0:00","https://www.montereysheriff.org/corrections-bureau/","MAXIMUM",1100,0.011000916,1372.299256,3.24e-06
"115","","","","","ST","1/15","match","yes","no","110065743164","","","",110065743164,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=MONTEREY%20COUNTY%20JUVENILE%20HALL+SALINAS+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=MONTEREY%20COUNTY%20JUVENILE%20HALL+SALINAS+CA",10000819,"",3370,2964,"MONTEREY COUNTY JUVENILE HALL","1420 NATIVIDAD ROAD","SALINAS","CA",93906,"NOT AVAILABLE","(831) 755-3981","COUNTY","OPEN",110,"MONTEREY",6053,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.co.monterey.ca.us/government/departments-i-z/probation","2/15/16","IMAGERY","2/12/18 0:00","http://www.co.monterey.ca.us/government/departments-i-z/probation","JUVENILE",114,0.006947182,872.5985088,1.75e-06
"116","random_review","NES","04/20/2020","none","ST","1/15","match","yes","no","110065449580","","","",110065449580,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=MONTEREY%20COUNTY%20YOUTH%20CENTER+SALINAS+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=MONTEREY%20COUNTY%20YOUTH%20CENTER+SALINAS+CA",10000820,"",3371,2965,"MONTEREY COUNTY YOUTH CENTER","970 CIRCLE DR","SALINAS","CA",93905,"NOT AVAILABLE","NOT AVAILABLE","COUNTY","OPEN",-999,"MONTEREY",6053,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.co.monterey.ca.us/government/departments-i-z/probation","2/15/16","IMAGERY","2/12/18 0:00","http://www.co.monterey.ca.us/government/departments-i-z/probation","JUVENILE",85,0.005634105,685.2807802,1.4e-06
"117","","","","","ST","1/15","match","yes","yes","110070396480","110070396480, 110070447031","110070396480,110070447031","110070396480,110070447031",110016618294,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=SALINAS%20VALLEY%20STATE%20PRISON%20(SVSP)+SOLEDAD+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=SALINAS%20VALLEY%20STATE%20PRISON%20(SVSP)+SOLEDAD+CA",10000821,"",6670,6366,"SALINAS VALLEY STATE PRISON (SVSP)","31625 HIGHWAY 101","SOLEDAD","CA",93960,"NOT AVAILABLE","(831) 678-5500","STATE","OPEN",3510,"MONTEREY",6053,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html","10/18/17","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Facilities_Locator/","MAXIMUM",2452,0.034494085,4296.00232,5.2e-05
"118","","","","","ST","1/15","match","yes","yes","110070447031","110070396480, 110070447031","110070396480,110070447031","110070396480,110070447031",110016618294,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=SALINAS%20VALLEY%20STATE%20PRISON%20(SVSP)+SOLEDAD+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=SALINAS%20VALLEY%20STATE%20PRISON%20(SVSP)+SOLEDAD+CA",10000821,"",6670,6366,"SALINAS VALLEY STATE PRISON (SVSP)","31625 HIGHWAY 101","SOLEDAD","CA",93960,"NOT AVAILABLE","(831) 678-5500","STATE","OPEN",3510,"MONTEREY",6053,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html","10/18/17","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Facilities_Locator/","MAXIMUM",2452,0.034494085,4296.00232,5.2e-05
"119","","","","","ST","1/15","match","yes","yes","110016618294","110070396480, 110070447031","110070396480,110070447031","110070396480,110070447031",110016618294,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=SALINAS%20VALLEY%20STATE%20PRISON%20(SVSP)+SOLEDAD+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=SALINAS%20VALLEY%20STATE%20PRISON%20(SVSP)+SOLEDAD+CA",10000821,"",6670,6366,"SALINAS VALLEY STATE PRISON (SVSP)","31625 HIGHWAY 101","SOLEDAD","CA",93960,"NOT AVAILABLE","(831) 678-5500","STATE","OPEN",3510,"MONTEREY",6053,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html","10/18/17","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Facilities_Locator/","MAXIMUM",2452,0.034494085,4296.00232,5.2e-05
"120","","","","","ST","1/15","no match","yes","",NA,"","","",NA,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=GABILAN%20CONSERVATION%20CAMP%20#38+SOLEDAD+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=MONTEREY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=GABILAN%20CONSERVATION%20CAMP%20#38+SOLEDAD+CA",10000822,"110013146924 entry for VIlla Casa Apartments down the road but no entry for Conservation Camp",6678,6374,"GABILAN CONSERVATION CAMP #38","31801 MCCOY RD","SOLEDAD","CA",93960,"NOT AVAILABLE","(831) 678-1873","STATE","OPEN",102,"MONTEREY",6053,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/","9/19/17","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.010260438,1262.761325,6.43e-06
"121","random_review","NES","4/20/2020","none","ST","1/15","match","yes","no","110038084006","","","",110038084006,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=TULARE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=TULARE%20COUNTY%20MEN'S%20CORRECTIONAL%20FACILITY+VISALIA+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=TULARE&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=TULARE%20COUNTY%20MEN'S%20CORRECTIONAL%20FACILITY+VISALIA+CA",10000823,"not listed under correctional facility, but as RMA BLDG SERVS DIVN",4410,4405,"TULARE COUNTY MEN'S CORRECTIONAL FACILITY","36168  ROAD 112","VISALIA","CA",93291,"NOT AVAILABLE","(559) 735-1650","COUNTY","OPEN",349,"TULARE",6107,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.bscc.ca.gov/s_fsojailprofilesurvey.php","2/16/18","IMAGERY","2/16/18 0:00","http://tularecounty.ca.gov/sheriff/index.cfm/detentions1/detentions-operations/","NOT AVAILABLE",-999,0.005866501,709.1798848,1.55e-06
"122","","","","","ST","1/15","match","yes","yes","110070443977","110070443977, 110065555884, 110066299712, 110065901705, 110044239482, 110067245706","110070443977,110065555884,110066299712,110065901705,110044239482,110067245706","110070443977,110065555884,110066299712,110065901705,110044239482,110067245706",110001186939,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=KINGS&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=CALIFORNIA%20STATE%20PRISON,%20CORCORAN%20(COR)+CORCORAN+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=KINGS&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=CALIFORNIA%20STATE%20PRISON,%20CORCORAN%20(COR)+CORCORAN+CA",10000824,"",6656,6352,"CALIFORNIA STATE PRISON, CORCORAN (COR)","4001 KING AVENUE","CORCORAN","CA",93212,"NOT AVAILABLE","(559) 992-8800","STATE","OPEN",3070,"KINGS",6031,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html","10/18/17","IMAGERY","10/24/17 0:00","http://www.cdcr.ca.gov/Facilities_Locator/","MAXIMUM",3116,0.028372378,3444.552951,5.33e-05
"123","","","","","ST","1/15","match","yes","yes","110065555884","110070443977, 110065555884, 110066299712, 110065901705, 110044239482, 110067245706","110070443977,110065555884,110066299712,110065901705,110044239482,110067245706","110070443977,110065555884,110066299712,110065901705,110044239482,110067245706",110001186939,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=KINGS&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=CALIFORNIA%20STATE%20PRISON,%20CORCORAN%20(COR)+CORCORAN+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=KINGS&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=CALIFORNIA%20STATE%20PRISON,%20CORCORAN%20(COR)+CORCORAN+CA",10000824,"",6656,6352,"CALIFORNIA STATE PRISON, CORCORAN (COR)","4001 KING AVENUE","CORCORAN","CA",93212,"NOT AVAILABLE","(559) 992-8800","STATE","OPEN",3070,"KINGS",6031,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html","10/18/17","IMAGERY","10/24/17 0:00","http://www.cdcr.ca.gov/Facilities_Locator/","MAXIMUM",3116,0.028372378,3444.552951,5.33e-05
